Year,Category,Indicator,Value,Country
2020,Outbound Expenditure,Travel,54.000.000,Timor-Leste
2020,Outbound Expenditure,Passenger transport,13.000.000,Togo
2020,Outbound Expenditure,Tourism expenditure in other countries,36.000.000,Togo
2020,Outbound Expenditure,Travel,23.000.000,Togo
2020,Outbound Expenditure,Passenger transport,5.000.000,Tonga
2020,Outbound Expenditure,Tourism expenditure in other countries,38.000.000,Tonga
2020,Outbound Expenditure,Travel,33.000.000,Tonga
2020,Outbound Expenditure,Passenger transport,9.000.000,Trinidad And Tobago
2020,Outbound Expenditure,Tourism expenditure in other countries,47.000.000,Trinidad And Tobago
2020,Outbound Expenditure,Travel,38.000.000,Trinidad And Tobago
2020,Outbound Expenditure,Passenger transport,38.000.000,Tunisia
2020,Outbound Expenditure,Tourism expenditure in other countries,408.000.000,Tunisia
2020,Outbound Expenditure,Travel,370.000.000,Tunisia
2020,Outbound Expenditure,Passenger transport,2.900.000,Tuvalu
2020,Outbound Expenditure,Tourism expenditure in other countries,10.400.000,Tuvalu
2020,Outbound Expenditure,Travel,7.500.000,Tuvalu
2020,Outbound Expenditure,Passenger transport,370.000.000,Türkiye
2020,Outbound Expenditure,Tourism expenditure in other countries,1.410.000.000,Türkiye
2020,Outbound Expenditure,Travel,1.040.000.000,Türkiye
2020,Outbound Expenditure,Passenger transport,159.000.000,Uganda
2020,Outbound Expenditure,Tourism expenditure in other countries,269.000.000,Uganda
2020,Outbound Expenditure,Travel,110.000.000,Uganda
2020,Outbound Expenditure,Passenger transport,132.000.000,Ukraine
2020,Outbound Expenditure,Tourism expenditure in other countries,4.823.000.000,Ukraine
2020,Outbound Expenditure,Travel,4.691.000.000,Ukraine
2020,Outbound Expenditure,Passenger transport,3.017.000.000,United Arab Emirates
2020,Outbound Expenditure,Tourism expenditure in other countries,15.085.000.000,United Arab Emirates
2020,Outbound Expenditure,Travel,12.068.000.000,United Arab Emirates
2020,Outbound Expenditure,Travel,24.500.000.000,United Kingdom
2020,Outbound Expenditure,Passenger transport,13.371.000.000,United States Of America
2020,Outbound Expenditure,Tourism expenditure in other countries,47.074.000.000,United States Of America
2020,Outbound Expenditure,Travel,33.703.000.000,United States Of America
2020,Outbound Expenditure,Passenger transport,43.000.000,Uruguay
2020,Outbound Expenditure,Tourism expenditure in other countries,384.000.000,Uruguay
2020,Outbound Expenditure,Travel,341.000.000,Uruguay
2020,Outbound Expenditure,Passenger transport,180.000.000,Uzbekistan
2020,Outbound Expenditure,Tourism expenditure in other countries,1.141.000.000,Uzbekistan
2020,Outbound Expenditure,Travel,961.000.000,Uzbekistan
2020,Outbound Expenditure,Passenger transport,400.000,Vanuatu
2020,Outbound Expenditure,Tourism expenditure in other countries,76.400.000,Vanuatu
2020,Outbound Expenditure,Travel,76.000.000,Vanuatu
2020,Outbound Expenditure,Tourism expenditure in other countries,4.610.000.000,Viet Nam
2020,Outbound Expenditure,Passenger transport,102.000.000,Zambia
2020,Outbound Expenditure,Tourism expenditure in other countries,336.000.000,Zambia
2020,Outbound Expenditure,Travel,234.000.000,Zambia
2020,Outbound Expenditure,Passenger transport,22.000.000,Zimbabwe
2020,Outbound Expenditure,Tourism expenditure in other countries,157.000.000,Zimbabwe
2020,Outbound Expenditure,Travel,135.000.000,Zimbabwe
2021,Outbound Expenditure,Passenger transport,60.000.000,Albania
2021,Outbound Expenditure,Tourism expenditure in other countries,1.325.000.000,Albania
2021,Outbound Expenditure,Travel,1.265.000.000,Albania
2021,Outbound Expenditure,Passenger transport,30.000.000,Algeria
2021,Outbound Expenditure,Tourism expenditure in other countries,222.100.000,Algeria
2021,Outbound Expenditure,Travel,192.100.000,Algeria
2021,Outbound Expenditure,Passenger transport,5.400.000,Andorra
2021,Outbound Expenditure,Tourism expenditure in other countries,191.700.000,Andorra
2021,Outbound Expenditure,Travel,186.300.000,Andorra
2021,Outbound Expenditure,Passenger transport,171.000.000,Angola
2021,Outbound Expenditure,Tourism expenditure in other countries,800.000.000,Angola
2021,Outbound Expenditure,Travel,629.000.000,Angola
2021,Outbound Expenditure,Passenger transport,200.000,Anguilla
2021,Outbound Expenditure,Tourism expenditure in other countries,2.500.000,Anguilla
2021,Outbound Expenditure,Travel,2.300.000,Anguilla
2021,Outbound Expenditure,Passenger transport,11.000.000,Antigua And Barbuda
2021,Outbound Expenditure,Tourism expenditure in other countries,54.000.000,Antigua And Barbuda
2021,Outbound Expenditure,Travel,43.000.000,Antigua And Barbuda
2021,Outbound Expenditure,Passenger transport,510.000.000,Argentina
2021,Outbound Expenditure,Tourism expenditure in other countries,1.867.000.000,Argentina
2021,Outbound Expenditure,Travel,1.357.000.000,Argentina
2021,Outbound Expenditure,Passenger transport,48.000.000,Armenia
2021,Outbound Expenditure,Tourism expenditure in other countries,514.000.000,Armenia
2021,Outbound Expenditure,Travel,466.000.000,Armenia
2021,Outbound Expenditure,Passenger transport,6.000.000,Aruba
2021,Outbound Expenditure,Tourism expenditure in other countries,339.000.000,Aruba
2021,Outbound Expenditure,Travel,333.000.000,Aruba
2021,Outbound Expenditure,Passenger transport,825.000.000,Australia
2021,Outbound Expenditure,Tourism expenditure in other countries,1.995.000.000,Australia
2021,Outbound Expenditure,Travel,1.170.000.000,Australia
2021,Outbound Expenditure,Passenger transport,894.000.000,Austria
2021,Outbound Expenditure,Tourism expenditure in other countries,8.245.000.000,Austria
2021,Outbound Expenditure,Travel,7.351.000.000,Austria
2021,Outbound Expenditure,Passenger transport,93.000.000,Azerbaijan
2021,Outbound Expenditure,Tourism expenditure in other countries,655.000.000,Azerbaijan
2021,Outbound Expenditure,Travel,562.000.000,Azerbaijan
2021,Outbound Expenditure,Passenger transport,104.000.000,Bahamas
2021,Outbound Expenditure,Tourism expenditure in other countries,253.000.000,Bahamas
2021,Outbound Expenditure,Travel,149.000.000,Bahamas
2021,Outbound Expenditure,Passenger transport,262.500.000,Bangladesh
2021,Outbound Expenditure,Tourism expenditure in other countries,891.300.000,Bangladesh
2021,Outbound Expenditure,Travel,628.800.000,Bangladesh
2021,Outbound Expenditure,Passenger transport,82.000.000,Belarus
2021,Outbound Expenditure,Tourism expenditure in other countries,644.000.000,Belarus
2021,Outbound Expenditure,Travel,562.000.000,Belarus
2021,Outbound Expenditure,Passenger transport,898.000.000,Belgium
2021,Outbound Expenditure,Tourism expenditure in other countries,15.522.000.000,Belgium
2021,Outbound Expenditure,Travel,14.624.000.000,Belgium
2021,Outbound Expenditure,Passenger transport,1.400.000,Belize
2021,Outbound Expenditure,Tourism expenditure in other countries,39.600.000,Belize
2021,Outbound Expenditure,Travel,38.200.000,Belize
2021,Outbound Expenditure,Passenger transport,19.900.000,Benin
2021,Outbound Expenditure,Tourism expenditure in other countries,97.350.000,Benin
2021,Outbound Expenditure,Travel,77.450.000,Benin
2021,Outbound Expenditure,Passenger transport,31.500.000,Bermuda
2021,Outbound Expenditure,Tourism expenditure in other countries,233.100.000,Bermuda
2021,Outbound Expenditure,Travel,201.600.000,Bermuda
2021,Outbound Expenditure,Tourism expenditure in other countries,18.200.000,Bhutan
2021,Outbound Expenditure,Travel,18.200.000,Bhutan
2021,Outbound Expenditure,Passenger transport,52.000.000,"Bolivia, Plurinational State Of"
2021,Outbound Expenditure,Tourism expenditure in other countries,394.000.000,"Bolivia, Plurinational State Of"
2021,Outbound Expenditure,Travel,342.000.000,"Bolivia, Plurinational State Of"
2021,Outbound Expenditure,Passenger transport,96.000.000,Bosnia And Herzegovina
2021,Outbound Expenditure,Tourism expenditure in other countries,304.000.000,Bosnia And Herzegovina
2021,Outbound Expenditure,Travel,208.000.000,Bosnia And Herzegovina
2021,Outbound Expenditure,Passenger transport,1.000.000,Botswana
2021,Outbound Expenditure,Tourism expenditure in other countries,78.000.000,Botswana
2021,Outbound Expenditure,Travel,77.000.000,Botswana
2021,Outbound Expenditure,Passenger transport,1.002.000.000,Brazil
2021,Outbound Expenditure,Tourism expenditure in other countries,6.252.000.000,Brazil
2021,Outbound Expenditure,Travel,5.250.000.000,Brazil
2021,Outbound Expenditure,Passenger transport,1.500.000,Brunei Darussalam
2021,Outbound Expenditure,Tourism expenditure in other countries,14.800.000,Brunei Darussalam
2021,Outbound Expenditure,Travel,13.300.000,Brunei Darussalam
2021,Outbound Expenditure,Passenger transport,229.000.000,Bulgaria
2021,Outbound Expenditure,Tourism expenditure in other countries,1.516.000.000,Bulgaria
2021,Outbound Expenditure,Travel,1.287.000.000,Bulgaria
2021,Outbound Expenditure,Passenger transport,72.300.000,Burkina Faso
2021,Outbound Expenditure,Tourism expenditure in other countries,151.900.000,Burkina Faso
2021,Outbound Expenditure,Travel,79.600.000,Burkina Faso
2021,Outbound Expenditure,Passenger transport,16.000.000,Cabo Verde
2021,Outbound Expenditure,Tourism expenditure in other countries,72.000.000,Cabo Verde
2021,Outbound Expenditure,Travel,56.000.000,Cabo Verde
2021,Outbound Expenditure,Passenger transport,5.000.000,Cambodia
2021,Outbound Expenditure,Tourism expenditure in other countries,54.000.000,Cambodia
2021,Outbound Expenditure,Travel,49.000.000,Cambodia
2021,Outbound Expenditure,Passenger transport,145.000.000,Cameroon
2021,Outbound Expenditure,Tourism expenditure in other countries,830.000.000,Cameroon
2021,Outbound Expenditure,Travel,685.000.000,Cameroon
2021,Outbound Expenditure,Travel,7.871.000.000,Canada
2021,Outbound Expenditure,Passenger transport,14.000.000,Cayman Islands
2021,Outbound Expenditure,Tourism expenditure in other countries,155.200.000,Cayman Islands
2021,Outbound Expenditure,Travel,141.200.000,Cayman Islands
2021,Outbound Expenditure,Passenger transport,266.300.000,Chile
2021,Outbound Expenditure,Tourism expenditure in other countries,569.600.000,Chile
2021,Outbound Expenditure,Travel,303.300.000,Chile
2021,Outbound Expenditure,Travel,109.388.700.000,China
2021,Outbound Expenditure,Passenger transport,389.000.000,Colombia
2021,Outbound Expenditure,Tourism expenditure in other countries,2.991.000.000,Colombia
2021,Outbound Expenditure,Travel,2.602.000.000,Colombia
2021,Outbound Expenditure,Passenger transport,19.000.000,Comoros
2021,Outbound Expenditure,Tourism expenditure in other countries,67.000.000,Comoros
2021,Outbound Expenditure,Travel,48.000.000,Comoros
2021,Outbound Expenditure,Travel,219.000.000,"Congo, Democratic Republic Of The"
2021,Outbound Expenditure,Tourism expenditure in other countries,22.000.000,Cook Islands
2021,Outbound Expenditure,Passenger transport,198.000.000,Costa Rica
2021,Outbound Expenditure,Tourism expenditure in other countries,764.000.000,Costa Rica
2021,Outbound Expenditure,Travel,566.000.000,Costa Rica
2021,Outbound Expenditure,Passenger transport,157.000.000,Cote D´Ivoire
2021,Outbound Expenditure,Tourism expenditure in other countries,422.000.000,Cote D´Ivoire
2021,Outbound Expenditure,Travel,265.000.000,Cote D´Ivoire
2021,Outbound Expenditure,Passenger transport,19.300.000,Croatia
2021,Outbound Expenditure,Tourism expenditure in other countries,1.121.300.000,Croatia
2021,Outbound Expenditure,Travel,1.102.000.000,Croatia
2021,Outbound Expenditure,Passenger transport,36.000.000,Curaçao
2021,Outbound Expenditure,Tourism expenditure in other countries,72.500.000,Curaçao
2021,Outbound Expenditure,Travel,36.500.000,Curaçao
2021,Outbound Expenditure,Tourism expenditure in other countries,882.000.000,Cyprus
2021,Outbound Expenditure,Travel,882.000.000,Cyprus
2021,Outbound Expenditure,Passenger transport,47.000.000,Czech Republic (Czechia)
2021,Outbound Expenditure,Tourism expenditure in other countries,3.278.000.000,Czech Republic (Czechia)
2021,Outbound Expenditure,Travel,3.231.000.000,Czech Republic (Czechia)
2021,Outbound Expenditure,Travel,7.439.000.000,Denmark
2021,Outbound Expenditure,Travel,16.800.000,Djibouti
2021,Outbound Expenditure,Passenger transport,1.000.000,Dominica
2021,Outbound Expenditure,Tourism expenditure in other countries,5.000.000,Dominica
2021,Outbound Expenditure,Travel,4.000.000,Dominica
2021,Outbound Expenditure,Passenger transport,400.000.000,Dominican Republic
2021,Outbound Expenditure,Tourism expenditure in other countries,1.095.000.000,Dominican Republic
2021,Outbound Expenditure,Travel,695.000.000,Dominican Republic
2021,Outbound Expenditure,Passenger transport,106.000.000,Ecuador
2021,Outbound Expenditure,Tourism expenditure in other countries,914.000.000,Ecuador
2021,Outbound Expenditure,Travel,808.000.000,Ecuador
2021,Outbound Expenditure,Passenger transport,36.000.000,Egypt
2021,Outbound Expenditure,Tourism expenditure in other countries,3.315.000.000,Egypt
2021,Outbound Expenditure,Travel,3.279.000.000,Egypt
2021,Outbound Expenditure,Passenger transport,51.000.000,El Salvador
2021,Outbound Expenditure,Tourism expenditure in other countries,334.000.000,El Salvador
2021,Outbound Expenditure,Travel,283.000.000,El Salvador
2021,Outbound Expenditure,Passenger transport,110.000.000,Estonia
2021,Outbound Expenditure,Tourism expenditure in other countries,800.000.000,Estonia
2021,Outbound Expenditure,Travel,690.000.000,Estonia
2021,Outbound Expenditure,Passenger transport,1.400.000,Eswatini
2021,Outbound Expenditure,Tourism expenditure in other countries,42.400.000,Eswatini
2021,Outbound Expenditure,Travel,41.000.000,Eswatini
2021,Outbound Expenditure,Passenger transport,1.500.000,Ethiopia
2021,Outbound Expenditure,Tourism expenditure in other countries,641.500.000,Ethiopia
2021,Outbound Expenditure,Travel,640.000.000,Ethiopia
2021,Outbound Expenditure,Passenger transport,800.000,Fiji
2021,Outbound Expenditure,Tourism expenditure in other countries,74.400.000,Fiji
2021,Outbound Expenditure,Travel,73.600.000,Fiji
2021,Outbound Expenditure,Passenger transport,222.000.000,Finland
2021,Outbound Expenditure,Tourism expenditure in other countries,1.606.000.000,Finland
2021,Outbound Expenditure,Travel,1.384.000.000,Finland
2021,Outbound Expenditure,Passenger transport,3.059.000.000,France
2021,Outbound Expenditure,Tourism expenditure in other countries,38.957.000.000,France
2021,Outbound Expenditure,Travel,35.898.000.000,France
2021,Outbound Expenditure,Passenger transport,200.000,Gambia
2021,Outbound Expenditure,Tourism expenditure in other countries,12.400.000,Gambia
2021,Outbound Expenditure,Travel,12.200.000,Gambia
2021,Outbound Expenditure,Passenger transport,162.000.000,Georgia
2021,Outbound Expenditure,Tourism expenditure in other countries,347.000.000,Georgia
2021,Outbound Expenditure,Travel,185.000.000,Georgia
2021,Outbound Expenditure,Tourism expenditure in other countries,50.564.000.000,Germany
2021,Outbound Expenditure,Travel,50.564.000.000,Germany
2021,Outbound Expenditure,Passenger transport,857.000.000,Ghana
2021,Outbound Expenditure,Tourism expenditure in other countries,1.271.000.000,Ghana
2021,Outbound Expenditure,Travel,414.000.000,Ghana
2021,Outbound Expenditure,Passenger transport,915.000.000,Greece
2021,Outbound Expenditure,Tourism expenditure in other countries,2.221.000.000,Greece
2021,Outbound Expenditure,Travel,1.306.000.000,Greece
2021,Outbound Expenditure,Passenger transport,7.000.000,Grenada
2021,Outbound Expenditure,Tourism expenditure in other countries,12.000.000,Grenada
2021,Outbound Expenditure,Travel,5.000.000,Grenada
2021,Outbound Expenditure,Passenger transport,170.000.000,Guatemala
2021,Outbound Expenditure,Tourism expenditure in other countries,455.000.000,Guatemala
2021,Outbound Expenditure,Travel,285.000.000,Guatemala
2021,Outbound Expenditure,Passenger transport,300.000,Guinea
2021,Outbound Expenditure,Tourism expenditure in other countries,1.000.000,Guinea
2021,Outbound Expenditure,Travel,700.000,Guinea
2021,Outbound Expenditure,Passenger transport,1.800.000,Guinea-Bissau
2021,Outbound Expenditure,Tourism expenditure in other countries,69.700.000,Guinea-Bissau
2021,Outbound Expenditure,Travel,67.900.000,Guinea-Bissau
2021,Outbound Expenditure,Travel,58.600.000,Guyana
2021,Outbound Expenditure,Passenger transport,36.000.000,Haiti
2021,Outbound Expenditure,Tourism expenditure in other countries,59.000.000,Haiti
2021,Outbound Expenditure,Travel,23.000.000,Haiti
2021,Outbound Expenditure,Passenger transport,136.000.000,Honduras
2021,Outbound Expenditure,Tourism expenditure in other countries,417.000.000,Honduras
2021,Outbound Expenditure,Travel,281.000.000,Honduras
2021,Outbound Expenditure,Travel,3.364.000.000,"Hong Kong, China"
2021,Outbound Expenditure,Passenger transport,268.000.000,Hungary
2021,Outbound Expenditure,Tourism expenditure in other countries,1.713.000.000,Hungary
2021,Outbound Expenditure,Travel,1.445.000.000,Hungary
2021,Outbound Expenditure,Travel,756.000.000,Iceland
2021,Outbound Expenditure,Passenger transport,3.558.000.000,India
2021,Outbound Expenditure,Tourism expenditure in other countries,17.838.000.000,India
2021,Outbound Expenditure,Travel,14.280.000.000,India
2021,Outbound Expenditure,Passenger transport,45.400.000,Indonesia
2021,Outbound Expenditure,Tourism expenditure in other countries,517.200.000,Indonesia
2021,Outbound Expenditure,Travel,471.800.000,Indonesia
2021,Outbound Expenditure,Tourism expenditure in other countries,7.453.000.000,Iraq
2021,Outbound Expenditure,Travel,7.453.000.000,Iraq
2021,Outbound Expenditure,Tourism expenditure in other countries,2.524.000.000,Ireland
2021,Outbound Expenditure,Travel,2.524.000.000,Ireland
2021,Outbound Expenditure,Passenger transport,656.000.000,Israel
2021,Outbound Expenditure,Tourism expenditure in other countries,3.888.000.000,Israel
2021,Outbound Expenditure,Travel,3.232.000.000,Israel
2021,Outbound Expenditure,Passenger transport,2.222.000.000,Italy
2021,Outbound Expenditure,Tourism expenditure in other countries,17.101.000.000,Italy
2021,Outbound Expenditure,Travel,14.879.000.000,Italy
2021,Outbound Expenditure,Passenger transport,210.000.000,Jamaica
2021,Outbound Expenditure,Tourism expenditure in other countries,399.000.000,Jamaica
2021,Outbound Expenditure,Travel,189.000.000,Jamaica
2021,Outbound Expenditure,Passenger transport,454.000.000,Japan
2021,Outbound Expenditure,Tourism expenditure in other countries,3.285.000.000,Japan
2021,Outbound Expenditure,Travel,2.831.000.000,Japan
2021,Outbound Expenditure,Passenger transport,63.000.000,Jordan
2021,Outbound Expenditure,Tourism expenditure in other countries,981.000.000,Jordan
2021,Outbound Expenditure,Travel,918.000.000,Jordan
2021,Outbound Expenditure,Passenger transport,56.000.000,Kazakhstan
2021,Outbound Expenditure,Tourism expenditure in other countries,1.706.000.000,Kazakhstan
2021,Outbound Expenditure,Travel,1.650.000.000,Kazakhstan
2021,Outbound Expenditure,Travel,133.000.000,Kenya
2021,Outbound Expenditure,Travel,4.000.000,Kiribati
2021,Outbound Expenditure,Passenger transport,514.000.000,"Korea, Republic Of"
2021,Outbound Expenditure,Tourism expenditure in other countries,18.343.000.000,"Korea, Republic Of"
2021,Outbound Expenditure,Travel,17.829.000.000,"Korea, Republic Of"
2021,Outbound Expenditure,Passenger transport,241.000.000,Kuwait
2021,Outbound Expenditure,Tourism expenditure in other countries,8.093.000.000,Kuwait
2021,Outbound Expenditure,Travel,7.852.000.000,Kuwait
2021,Outbound Expenditure,Passenger transport,141.000.000,Kyrgyzstan
2021,Outbound Expenditure,Tourism expenditure in other countries,214.000.000,Kyrgyzstan
2021,Outbound Expenditure,Travel,73.000.000,Kyrgyzstan
2021,Outbound Expenditure,Passenger transport,3.700.000,Lao People´S Democratic Republic
2021,Outbound Expenditure,Tourism expenditure in other countries,3.780.000,Lao People´S Democratic Republic
2021,Outbound Expenditure,Travel,80.000,Lao People´S Democratic Republic
2021,Outbound Expenditure,Travel,736.000.000,Latvia
2021,Outbound Expenditure,Passenger transport,56.000.000,Lebanon
2021,Outbound Expenditure,Tourism expenditure in other countries,1.872.000.000,Lebanon
2021,Outbound Expenditure,Travel,1.816.000.000,Lebanon
2021,Outbound Expenditure,Passenger transport,600.000,Lesotho
2021,Outbound Expenditure,Tourism expenditure in other countries,290.600.000,Lesotho
2021,Outbound Expenditure,Travel,290.000.000,Lesotho
2021,Outbound Expenditure,Travel,11.000.000,Liberia
2021,Outbound Expenditure,Travel,575.000.000,Lithuania
2021,Outbound Expenditure,Passenger transport,67.700.000,Luxembourg
2021,Outbound Expenditure,Tourism expenditure in other countries,3.883.300.000,Luxembourg
2021,Outbound Expenditure,Travel,3.815.600.000,Luxembourg
2021,Outbound Expenditure,Passenger transport,60.000.000,"Macao, China"
2021,Outbound Expenditure,Tourism expenditure in other countries,1.017.000.000,"Macao, China"
2021,Outbound Expenditure,Travel,957.000.000,"Macao, China"
2021,Outbound Expenditure,Passenger transport,29.000.000,Madagascar
2021,Outbound Expenditure,Tourism expenditure in other countries,125.000.000,Madagascar
2021,Outbound Expenditure,Travel,96.000.000,Madagascar
2021,Outbound Expenditure,Passenger transport,4.000.000,Malawi
2021,Outbound Expenditure,Tourism expenditure in other countries,140.000.000,Malawi
2021,Outbound Expenditure,Travel,136.000.000,Malawi
2021,Outbound Expenditure,Passenger transport,134.000.000,Malaysia
2021,Outbound Expenditure,Tourism expenditure in other countries,3.797.000.000,Malaysia
2021,Outbound Expenditure,Travel,3.663.000.000,Malaysia
2021,Outbound Expenditure,Passenger transport,24.000.000,Maldives
2021,Outbound Expenditure,Tourism expenditure in other countries,177.000.000,Maldives
2021,Outbound Expenditure,Travel,153.000.000,Maldives
2021,Outbound Expenditure,Passenger transport,85.000.000,Mali
2021,Outbound Expenditure,Tourism expenditure in other countries,249.000.000,Mali
2021,Outbound Expenditure,Travel,164.000.000,Mali
2021,Outbound Expenditure,Travel,240.000.000,Malta
2021,Outbound Expenditure,Passenger transport,15.000.000,Mauritania
2021,Outbound Expenditure,Tourism expenditure in other countries,32.000.000,Mauritania
2021,Outbound Expenditure,Travel,17.000.000,Mauritania
2021,Outbound Expenditure,Passenger transport,18.300.000,Mauritius
2021,Outbound Expenditure,Tourism expenditure in other countries,141.300.000,Mauritius
2021,Outbound Expenditure,Travel,123.000.000,Mauritius
2021,Outbound Expenditure,Passenger transport,1.652.000.000,Mexico
2021,Outbound Expenditure,Tourism expenditure in other countries,6.799.000.000,Mexico
2021,Outbound Expenditure,Travel,5.147.000.000,Mexico
2021,Outbound Expenditure,Passenger transport,37.300.000,"Moldova, Republic Of"
2021,Outbound Expenditure,Tourism expenditure in other countries,398.300.000,"Moldova, Republic Of"
2021,Outbound Expenditure,Travel,361.000.000,"Moldova, Republic Of"
2021,Outbound Expenditure,Passenger transport,36.000.000,Mongolia
2021,Outbound Expenditure,Tourism expenditure in other countries,778.000.000,Mongolia
2021,Outbound Expenditure,Travel,742.000.000,Mongolia
2021,Outbound Expenditure,Passenger transport,15.000.000,Montenegro
2021,Outbound Expenditure,Tourism expenditure in other countries,57.000.000,Montenegro
2021,Outbound Expenditure,Travel,42.000.000,Montenegro
2021,Outbound Expenditure,Passenger transport,200.000,Montserrat
2021,Outbound Expenditure,Tourism expenditure in other countries,3.600.000,Montserrat
2021,Outbound Expenditure,Travel,3.400.000,Montserrat
2021,Outbound Expenditure,Passenger transport,502.000.000,Morocco
2021,Outbound Expenditure,Tourism expenditure in other countries,1.707.000.000,Morocco
2021,Outbound Expenditure,Travel,1.205.000.000,Morocco
2021,Outbound Expenditure,Passenger transport,13.000.000,Mozambique
2021,Outbound Expenditure,Tourism expenditure in other countries,139.000.000,Mozambique
2021,Outbound Expenditure,Travel,126.000.000,Mozambique
2021,Outbound Expenditure,Passenger transport,1.000.000,Namibia
2021,Outbound Expenditure,Tourism expenditure in other countries,60.000.000,Namibia
2021,Outbound Expenditure,Travel,59.000.000,Namibia
2021,Outbound Expenditure,Passenger transport,3.000.000,Nepal
2021,Outbound Expenditure,Tourism expenditure in other countries,426.000.000,Nepal
2021,Outbound Expenditure,Travel,423.000.000,Nepal
2021,Outbound Expenditure,Passenger transport,468.370.000,Netherlands
2021,Outbound Expenditure,Tourism expenditure in other countries,11.034.970.000,Netherlands
2021,Outbound Expenditure,Travel,10.566.600.000,Netherlands
2021,Outbound Expenditure,Travel,1.158.000.000,New Zealand
2021,Outbound Expenditure,Passenger transport,63.800.000,Nicaragua
2021,Outbound Expenditure,Tourism expenditure in other countries,138.500.000,Nicaragua
2021,Outbound Expenditure,Travel,74.700.000,Nicaragua
2021,Outbound Expenditure,Passenger transport,22.000.000,Niger
2021,Outbound Expenditure,Tourism expenditure in other countries,128.000.000,Niger
2021,Outbound Expenditure,Travel,106.000.000,Niger
2021,Outbound Expenditure,Passenger transport,1.412.000.000,Nigeria
2021,Outbound Expenditure,Tourism expenditure in other countries,5.846.000.000,Nigeria
2021,Outbound Expenditure,Travel,4.434.000.000,Nigeria
2021,Outbound Expenditure,Passenger transport,14.000.000,North Macedonia
2021,Outbound Expenditure,Tourism expenditure in other countries,233.000.000,North Macedonia
2021,Outbound Expenditure,Travel,219.000.000,North Macedonia
2021,Outbound Expenditure,Passenger transport,286.000.000,Norway
2021,Outbound Expenditure,Tourism expenditure in other countries,4.341.000.000,Norway
2021,Outbound Expenditure,Travel,4.055.000.000,Norway
2021,Outbound Expenditure,Passenger transport,159.000.000,Oman
2021,Outbound Expenditure,Tourism expenditure in other countries,1.083.000.000,Oman
2021,Outbound Expenditure,Travel,924.000.000,Oman
2021,Outbound Expenditure,Passenger transport,418.000.000,Pakistan
2021,Outbound Expenditure,Tourism expenditure in other countries,1.391.000.000,Pakistan
2021,Outbound Expenditure,Travel,973.000.000,Pakistan
2021,Outbound Expenditure,Passenger transport,1.300.000,Palau
2021,Outbound Expenditure,Tourism expenditure in other countries,12.200.000,Palau
2021,Outbound Expenditure,Travel,10.900.000,Palau
2021,Outbound Expenditure,Passenger transport,144.000.000,Panama
2021,Outbound Expenditure,Tourism expenditure in other countries,833.000.000,Panama
2021,Outbound Expenditure,Travel,689.000.000,Panama
2021,Outbound Expenditure,Passenger transport,13.000.000,Papua New Guinea
2021,Outbound Expenditure,Tourism expenditure in other countries,112.000.000,Papua New Guinea
2021,Outbound Expenditure,Travel,99.000.000,Papua New Guinea
2021,Outbound Expenditure,Passenger transport,70.000.000,Paraguay
2021,Outbound Expenditure,Tourism expenditure in other countries,269.000.000,Paraguay
2021,Outbound Expenditure,Travel,199.000.000,Paraguay
2021,Outbound Expenditure,Passenger transport,372.000.000,Peru
2021,Outbound Expenditure,Tourism expenditure in other countries,1.521.000.000,Peru
2021,Outbound Expenditure,Travel,1.149.000.000,Peru
2021,Outbound Expenditure,Passenger transport,190.000.000,Philippines
2021,Outbound Expenditure,Tourism expenditure in other countries,3.452.000.000,Philippines
2021,Outbound Expenditure,Travel,3.262.000.000,Philippines
2021,Outbound Expenditure,Passenger transport,351.000.000,Poland
2021,Outbound Expenditure,Tourism expenditure in other countries,6.088.000.000,Poland
2021,Outbound Expenditure,Travel,5.737.000.000,Poland
2021,Outbound Expenditure,Passenger transport,493.000.000,Portugal
2021,Outbound Expenditure,Tourism expenditure in other countries,4.702.000.000,Portugal
2021,Outbound Expenditure,Travel,4.209.000.000,Portugal
2021,Outbound Expenditure,Passenger transport,312.400.000,Puerto Rico
2021,Outbound Expenditure,Tourism expenditure in other countries,931.400.000,Puerto Rico
2021,Outbound Expenditure,Travel,619.000.000,Puerto Rico
2021,Outbound Expenditure,Passenger transport,5.638.000.000,Qatar
2021,Outbound Expenditure,Tourism expenditure in other countries,15.675.000.000,Qatar
2021,Outbound Expenditure,Travel,10.037.000.000,Qatar
2021,Outbound Expenditure,Passenger transport,800.000.000,Romania
2021,Outbound Expenditure,Tourism expenditure in other countries,6.010.000.000,Romania
2021,Outbound Expenditure,Travel,5.210.000.000,Romania
2021,Outbound Expenditure,Passenger transport,1.057.000.000,Russian Federation
2021,Outbound Expenditure,Tourism expenditure in other countries,12.464.000.000,Russian Federation
2021,Outbound Expenditure,Travel,11.407.000.000,Russian Federation
2021,Outbound Expenditure,Passenger transport,23.000.000,Rwanda
2021,Outbound Expenditure,Tourism expenditure in other countries,212.000.000,Rwanda
2021,Outbound Expenditure,Travel,189.000.000,Rwanda
2021,Outbound Expenditure,Passenger transport,3.000.000,Saint Kitts And Nevis
2021,Outbound Expenditure,Tourism expenditure in other countries,10.000.000,Saint Kitts And Nevis
2021,Outbound Expenditure,Travel,7.000.000,Saint Kitts And Nevis
