Year,Country,Indicator,Category,Value
2016,Norway,Same-day visitors (excursionists),Departures,0.0
2016,Oman,Overnights visitors (tourists),Departures,4.167
2016,Oman,Same-day visitors (excursionists),Departures,1.735
2016,Panama,Overnights visitors (tourists),Departures,1.051
2016,Panama,Same-day visitors (excursionists),Departures,0.0
2016,Paraguay,Overnights visitors (tourists),Departures,1.503
2016,Paraguay,Same-day visitors (excursionists),Departures,0.0
2016,Peru,Overnights visitors (tourists),Departures,2.751
2016,Peru,Same-day visitors (excursionists),Departures,0.0
2016,Philippines,Overnights visitors (tourists),Departures,5.703
2016,Philippines,Same-day visitors (excursionists),Departures,0.0
2016,Poland,Overnights visitors (tourists),Departures,11.3
2016,Poland,Same-day visitors (excursionists),Departures,33.2
2016,Portugal,Overnights visitors (tourists),Departures,1.941
2016,Portugal,Same-day visitors (excursionists),Departures,0.0
2016,Puerto Rico,Overnights visitors (tourists),Departures,789.0
2016,Puerto Rico,Same-day visitors (excursionists),Departures,0.0
2016,Saudi Arabia,Overnights visitors (tourists),Departures,21.207
2016,Saudi Arabia,Same-day visitors (excursionists),Departures,6.411
2016,Seychelles,Overnights visitors (tourists),Departures,68.0
2016,Seychelles,Same-day visitors (excursionists),Departures,0.0
2016,Sierra Leone,Overnights visitors (tourists),Departures,92.0
2016,Sierra Leone,Same-day visitors (excursionists),Departures,0.0
2016,Singapore,Overnights visitors (tourists),Departures,9.474
2016,Singapore,Same-day visitors (excursionists),Departures,0.0
2016,Slovenia,Overnights visitors (tourists),Departures,2.853
2016,Slovenia,Same-day visitors (excursionists),Departures,2.555
2016,Sri Lanka,Overnights visitors (tourists),Departures,1.448
2016,Sri Lanka,Same-day visitors (excursionists),Departures,0.0
2016,Switzerland,Overnights visitors (tourists),Departures,13.857
2016,Switzerland,Same-day visitors (excursionists),Departures,7.679
2016,Tajikistan,Overnights visitors (tourists),Departures,22.0
2016,Tajikistan,Same-day visitors (excursionists),Departures,0.0
2016,Thailand,Overnights visitors (tourists),Departures,8.204
2016,Thailand,Same-day visitors (excursionists),Departures,0.0
2016,Togo,Overnights visitors (tourists),Departures,191.0
2016,Togo,Same-day visitors (excursionists),Departures,0.0
2016,Tunisia,Overnights visitors (tourists),Departures,1.83
2016,Tunisia,Same-day visitors (excursionists),Departures,0.0
2016,Türkiye,Overnights visitors (tourists),Departures,7.892
2016,Türkiye,Same-day visitors (excursionists),Departures,0.0
2016,Uganda,Overnights visitors (tourists),Departures,568.0
2016,Uganda,Same-day visitors (excursionists),Departures,0.0
2016,Ukraine,Overnights visitors (tourists),Departures,24.668
2016,Ukraine,Same-day visitors (excursionists),Departures,558.0
2016,United Arab Emirates,Overnights visitors (tourists),Departures,18.222
2016,United Arab Emirates,Same-day visitors (excursionists),Departures,506.0
2016,United States Of America,Overnights visitors (tourists),Departures,80.223
2016,United States Of America,Same-day visitors (excursionists),Departures,61.303
2016,Uruguay,Overnights visitors (tourists),Departures,1.715
2016,Uruguay,Same-day visitors (excursionists),Departures,0.0
2016,Vanuatu,Overnights visitors (tourists),Departures,20.0
2016,Vanuatu,Same-day visitors (excursionists),Departures,0.0
2016,"Venezuela, Bolivarian Republic Of",Overnights visitors (tourists),Departures,1.53
2016,"Venezuela, Bolivarian Republic Of",Same-day visitors (excursionists),Departures,0.0
2016,Zimbabwe,Overnights visitors (tourists),Departures,3.192
2016,Zimbabwe,Same-day visitors (excursionists),Departures,0.0
2017,Algeria,Overnights visitors (tourists),Departures,5.058
2017,Algeria,Same-day visitors (excursionists),Departures,0.0
2017,Argentina,Overnights visitors (tourists),Departures,12.213
2017,Argentina,Same-day visitors (excursionists),Departures,9.37
2017,Armenia,Overnights visitors (tourists),Departures,1.482
2017,Armenia,Same-day visitors (excursionists),Departures,0.0
2017,Austria,Overnights visitors (tourists),Departures,11.491
2017,Austria,Same-day visitors (excursionists),Departures,0.0
2017,Azerbaijan,Overnights visitors (tourists),Departures,3.447
2017,Azerbaijan,Same-day visitors (excursionists),Departures,661.0
2017,Bahrain,Overnights visitors (tourists),Departures,1.744
2017,Bahrain,Same-day visitors (excursionists),Departures,1.392
2017,Belarus,Overnights visitors (tourists),Departures,706.0
2017,Belarus,Same-day visitors (excursionists),Departures,21.0
2017,Belgium,Overnights visitors (tourists),Departures,14.628
2017,Belgium,Same-day visitors (excursionists),Departures,4.7
2017,"Bolivia, Plurinational State Of",Overnights visitors (tourists),Departures,997.0
2017,"Bolivia, Plurinational State Of",Same-day visitors (excursionists),Departures,0.0
2017,Brazil,Overnights visitors (tourists),Departures,10.61
2017,Brazil,Same-day visitors (excursionists),Departures,0.0
2017,Bulgaria,Overnights visitors (tourists),Departures,4.883
2017,Bulgaria,Same-day visitors (excursionists),Departures,1.345
2017,Cambodia,Overnights visitors (tourists),Departures,1.752
2017,Cambodia,Same-day visitors (excursionists),Departures,0.0
2017,Canada,Overnights visitors (tourists),Departures,32.73
2017,Canada,Same-day visitors (excursionists),Departures,21.901
2017,Chile,Overnights visitors (tourists),Departures,3.62
2017,Chile,Same-day visitors (excursionists),Departures,747.0
2017,China,Overnights visitors (tourists),Departures,143.035
2017,China,Same-day visitors (excursionists),Departures,0.0
2017,Colombia,Overnights visitors (tourists),Departures,4.017
2017,Colombia,Same-day visitors (excursionists),Departures,0.0
2017,Cook Islands,Overnights visitors (tourists),Departures,13.0
2017,Cook Islands,Same-day visitors (excursionists),Departures,0.0
2017,Costa Rica,Overnights visitors (tourists),Departures,1.15
2017,Costa Rica,Same-day visitors (excursionists),Departures,0.0
2017,Croatia,Overnights visitors (tourists),Departures,1.923
2017,Croatia,Same-day visitors (excursionists),Departures,674.0
2017,Cuba,Overnights visitors (tourists),Departures,459.0
2017,Cuba,Same-day visitors (excursionists),Departures,0.0
2017,Czech Republic (Czechia),Overnights visitors (tourists),Departures,6.775
2017,Czech Republic (Czechia),Same-day visitors (excursionists),Departures,0.0
2017,Denmark,Overnights visitors (tourists),Departures,8.087
2017,Denmark,Same-day visitors (excursionists),Departures,0.0
2017,Dominican Republic,Overnights visitors (tourists),Departures,522.0
2017,Dominican Republic,Same-day visitors (excursionists),Departures,0.0
2017,Ecuador,Overnights visitors (tourists),Departures,1.347
2017,Ecuador,Same-day visitors (excursionists),Departures,0.0
2017,El Salvador,Overnights visitors (tourists),Departures,1.394
2017,El Salvador,Same-day visitors (excursionists),Departures,477.0
2017,Estonia,Overnights visitors (tourists),Departures,1.279
2017,Estonia,Same-day visitors (excursionists),Departures,0.0
2017,Eswatini,Overnights visitors (tourists),Departures,1.751
2017,Eswatini,Same-day visitors (excursionists),Departures,0.0
2017,Fiji,Overnights visitors (tourists),Departures,169.0
2017,Fiji,Same-day visitors (excursionists),Departures,0.0
2017,Finland,Overnights visitors (tourists),Departures,9.33
2017,Finland,Same-day visitors (excursionists),Departures,1.15
2017,France,Overnights visitors (tourists),Departures,29.055
2017,France,Same-day visitors (excursionists),Departures,15.209
2017,French Polynesia,Overnights visitors (tourists),Departures,55.0
2017,French Polynesia,Same-day visitors (excursionists),Departures,0.0
2017,Georgia,Overnights visitors (tourists),Departures,3.851
2017,Georgia,Same-day visitors (excursionists),Departures,0.0
2017,Germany,Overnights visitors (tourists),Departures,92.402
2017,Germany,Same-day visitors (excursionists),Departures,0.0
2017,Ghana,Overnights visitors (tourists),Departures,192.0
2017,Ghana,Same-day visitors (excursionists),Departures,29.0
2017,Greece,Overnights visitors (tourists),Departures,7.685
2017,Greece,Same-day visitors (excursionists),Departures,0.0
2017,Guatemala,Overnights visitors (tourists),Departures,1.065
2017,Guatemala,Same-day visitors (excursionists),Departures,258.0
2017,Honduras,Overnights visitors (tourists),Departures,485.0
2017,Honduras,Same-day visitors (excursionists),Departures,243.0
2017,Hungary,Overnights visitors (tourists),Departures,7.539
2017,Hungary,Same-day visitors (excursionists),Departures,12.758
2017,Iceland,Overnights visitors (tourists),Departures,619.0
2017,Iceland,Same-day visitors (excursionists),Departures,0.0
2017,Israel,Overnights visitors (tourists),Departures,7.597
2017,Israel,Same-day visitors (excursionists),Departures,0.0
2017,Italy,Overnights visitors (tourists),Departures,31.805
2017,Italy,Same-day visitors (excursionists),Departures,28.237
2017,Jordan,Overnights visitors (tourists),Departures,1.592
2017,Jordan,Same-day visitors (excursionists),Departures,0.0
2017,Latvia,Overnights visitors (tourists),Departures,1.265
2017,Latvia,Same-day visitors (excursionists),Departures,790.0
2017,Lithuania,Overnights visitors (tourists),Departures,2.032
2017,Lithuania,Same-day visitors (excursionists),Departures,2.262
2017,Luxembourg,Overnights visitors (tourists),Departures,2.346
2017,Luxembourg,Same-day visitors (excursionists),Departures,0.0
2017,Malta,Overnights visitors (tourists),Departures,573.0
2017,Malta,Same-day visitors (excursionists),Departures,60.0
2017,Mauritius,Overnights visitors (tourists),Departures,283.0
2017,Mauritius,Same-day visitors (excursionists),Departures,0.0
2017,Mexico,Overnights visitors (tourists),Departures,19.067
2017,Mexico,Same-day visitors (excursionists),Departures,75.208
2017,"Moldova, Republic Of",Overnights visitors (tourists),Departures,216.0
2017,"Moldova, Republic Of",Same-day visitors (excursionists),Departures,13.0
2017,Morocco,Overnights visitors (tourists),Departures,1.849
2017,Morocco,Same-day visitors (excursionists),Departures,0.0
2017,Nepal,Overnights visitors (tourists),Departures,1.197
2017,Nepal,Same-day visitors (excursionists),Departures,0.0
2017,Netherlands,Overnights visitors (tourists),Departures,20.763
2017,Netherlands,Same-day visitors (excursionists),Departures,0.0
2017,New Caledonia,Overnights visitors (tourists),Departures,135.0
2017,New Caledonia,Same-day visitors (excursionists),Departures,0.0
2017,New Zealand,Overnights visitors (tourists),Departures,2.853
2017,New Zealand,Same-day visitors (excursionists),Departures,0.0
2017,Nicaragua,Overnights visitors (tourists),Departures,982.0
2017,Nicaragua,Same-day visitors (excursionists),Departures,0.0
2017,Norway,Overnights visitors (tourists),Departures,8.17
2017,Norway,Same-day visitors (excursionists),Departures,0.0
2017,Oman,Overnights visitors (tourists),Departures,4.473
2017,Oman,Same-day visitors (excursionists),Departures,1.895
2017,Panama,Overnights visitors (tourists),Departures,869.0
2017,Panama,Same-day visitors (excursionists),Departures,0.0
2017,Paraguay,Overnights visitors (tourists),Departures,1.471
2017,Paraguay,Same-day visitors (excursionists),Departures,442.0
2017,Peru,Overnights visitors (tourists),Departures,2.875
2017,Peru,Same-day visitors (excursionists),Departures,0.0
2017,Poland,Overnights visitors (tourists),Departures,12.0
2017,Poland,Same-day visitors (excursionists),Departures,34.7
2017,Portugal,Overnights visitors (tourists),Departures,2.195
2017,Portugal,Same-day visitors (excursionists),Departures,0.0
2017,Puerto Rico,Overnights visitors (tourists),Departures,784.0
2017,Puerto Rico,Same-day visitors (excursionists),Departures,0.0
2017,Samoa,Overnights visitors (tourists),Departures,55.0
2017,Samoa,Same-day visitors (excursionists),Departures,0.0
2017,Saudi Arabia,Overnights visitors (tourists),Departures,21.146
2017,Saudi Arabia,Same-day visitors (excursionists),Departures,7.602
2017,Seychelles,Overnights visitors (tourists),Departures,74.0
2017,Seychelles,Same-day visitors (excursionists),Departures,0.0
2017,Sierra Leone,Overnights visitors (tourists),Departures,110.0
2017,Sierra Leone,Same-day visitors (excursionists),Departures,0.0
2017,Singapore,Overnights visitors (tourists),Departures,9.889
2017,Singapore,Same-day visitors (excursionists),Departures,0.0
2017,Slovenia,Overnights visitors (tourists),Departures,3.013
2017,Slovenia,Same-day visitors (excursionists),Departures,2.397
2017,Sri Lanka,Overnights visitors (tourists),Departures,1.439
2017,Sri Lanka,Same-day visitors (excursionists),Departures,0.0
2017,Sweden,Overnights visitors (tourists),Departures,20.361
2017,Sweden,Same-day visitors (excursionists),Departures,1.76
2017,Switzerland,Overnights visitors (tourists),Departures,15.318
2017,Switzerland,Same-day visitors (excursionists),Departures,7.163
2017,Tajikistan,Overnights visitors (tourists),Departures,31.0
2017,Tajikistan,Same-day visitors (excursionists),Departures,0.0
2017,Thailand,Overnights visitors (tourists),Departures,8.963
2017,Thailand,Same-day visitors (excursionists),Departures,0.0
2017,Togo,Overnights visitors (tourists),Departures,216.0
2017,Togo,Same-day visitors (excursionists),Departures,0.0
2017,Türkiye,Overnights visitors (tourists),Departures,8.887
2017,Türkiye,Same-day visitors (excursionists),Departures,0.0
2017,Uganda,Overnights visitors (tourists),Departures,563.0
2017,Uganda,Same-day visitors (excursionists),Departures,0.0
2017,Ukraine,Overnights visitors (tourists),Departures,26.437
2017,Ukraine,Same-day visitors (excursionists),Departures,630.0
2017,United Arab Emirates,Overnights visitors (tourists),Departures,18.356
2017,United Arab Emirates,Same-day visitors (excursionists),Departures,510.0
2017,United States Of America,Overnights visitors (tourists),Departures,87.657
2017,United States Of America,Same-day visitors (excursionists),Departures,60.388
2017,Uruguay,Overnights visitors (tourists),Departures,1.789
2017,Uruguay,Same-day visitors (excursionists),Departures,0.0
2017,Vanuatu,Overnights visitors (tourists),Departures,26.0
2017,Vanuatu,Same-day visitors (excursionists),Departures,0.0
2017,"Venezuela, Bolivarian Republic Of",Overnights visitors (tourists),Departures,1.079
2017,"Venezuela, Bolivarian Republic Of",Same-day visitors (excursionists),Departures,0.0
2017,Zimbabwe,Overnights visitors (tourists),Departures,2.768
2017,Zimbabwe,Same-day visitors (excursionists),Departures,0.0
2018,Algeria,Overnights visitors (tourists),Departures,5.61
2018,Algeria,Same-day visitors (excursionists),Departures,0.0
2018,Argentina,Overnights visitors (tourists),Departures,11.13
2018,Argentina,Same-day visitors (excursionists),Departures,7.281
2018,Armenia,Overnights visitors (tourists),Departures,1.623
2018,Armenia,Same-day visitors (excursionists),Departures,0.0
2018,Austria,Overnights visitors (tourists),Departures,11.043
2018,Austria,Same-day visitors (excursionists),Departures,0.0
2018,Azerbaijan,Overnights visitors (tourists),Departures,3.919
2018,Azerbaijan,Same-day visitors (excursionists),Departures,989.0
2018,Bahrain,Overnights visitors (tourists),Departures,1.52
2018,Bahrain,Same-day visitors (excursionists),Departures,1.348
2018,Belarus,Overnights visitors (tourists),Departures,836.0
2018,Belarus,Same-day visitors (excursionists),Departures,15.0
2018,Belgium,Overnights visitors (tourists),Departures,15.627
2018,Belgium,Same-day visitors (excursionists),Departures,5.5
2018,"Bolivia, Plurinational State Of",Overnights visitors (tourists),Departures,1.06
2018,"Bolivia, Plurinational State Of",Same-day visitors (excursionists),Departures,0.0
2018,Brazil,Overnights visitors (tourists),Departures,10.628
2018,Brazil,Same-day visitors (excursionists),Departures,0.0
2018,Bulgaria,Overnights visitors (tourists),Departures,5.768
2018,Bulgaria,Same-day visitors (excursionists),Departures,931.0
2018,Cambodia,Overnights visitors (tourists),Departures,1.995
2018,Cambodia,Same-day visitors (excursionists),Departures,0.0
2018,Canada,Overnights visitors (tourists),Departures,33.44
2018,Canada,Same-day visitors (excursionists),Departures,22.9
2018,Chile,Overnights visitors (tourists),Departures,3.825
2018,Chile,Same-day visitors (excursionists),Departures,780.0
2018,China,Overnights visitors (tourists),Departures,149.72
2018,China,Same-day visitors (excursionists),Departures,0.0
2018,Colombia,Overnights visitors (tourists),Departures,4.368
2018,Colombia,Same-day visitors (excursionists),Departures,0.0
2018,Cook Islands,Overnights visitors (tourists),Departures,14.0
2018,Cook Islands,Same-day visitors (excursionists),Departures,0.0
2018,Costa Rica,Overnights visitors (tourists),Departures,1.079
2018,Costa Rica,Same-day visitors (excursionists),Departures,0.0
2018,Croatia,Overnights visitors (tourists),Departures,2.058
2018,Croatia,Same-day visitors (excursionists),Departures,922.0
2018,Cuba,Overnights visitors (tourists),Departures,552.0
2018,Cuba,Same-day visitors (excursionists),Departures,0.0
2018,Czech Republic (Czechia),Overnights visitors (tourists),Departures,7.39
2018,Czech Republic (Czechia),Same-day visitors (excursionists),Departures,0.0
2018,Denmark,Overnights visitors (tourists),Departures,7.475
2018,Denmark,Same-day visitors (excursionists),Departures,0.0
2018,Dominican Republic,Overnights visitors (tourists),Departures,514.0
2018,Dominican Republic,Same-day visitors (excursionists),Departures,0.0
2018,Ecuador,Overnights visitors (tourists),Departures,1.402
2018,Ecuador,Same-day visitors (excursionists),Departures,0.0
2018,El Salvador,Overnights visitors (tourists),Departures,1.26
2018,El Salvador,Same-day visitors (excursionists),Departures,528.0
2018,Estonia,Overnights visitors (tourists),Departures,2.069
2018,Estonia,Same-day visitors (excursionists),Departures,0.0
2018,Eswatini,Overnights visitors (tourists),Departures,1.717
2018,Eswatini,Same-day visitors (excursionists),Departures,0.0
2018,Fiji,Overnights visitors (tourists),Departures,174.0
2018,Fiji,Same-day visitors (excursionists),Departures,0.0
2018,Finland,Overnights visitors (tourists),Departures,9.45
2018,Finland,Same-day visitors (excursionists),Departures,1.03
2018,France,Overnights visitors (tourists),Departures,30.509
2018,France,Same-day visitors (excursionists),Departures,17.56
2018,French Polynesia,Overnights visitors (tourists),Departures,47.0
2018,French Polynesia,Same-day visitors (excursionists),Departures,0.0
2018,Georgia,Overnights visitors (tourists),Departures,3.698
2018,Georgia,Same-day visitors (excursionists),Departures,0.0
2018,Germany,Overnights visitors (tourists),Departures,108.542
2018,Germany,Same-day visitors (excursionists),Departures,0.0
2018,Ghana,Overnights visitors (tourists),Departures,192.0
2018,Ghana,Same-day visitors (excursionists),Departures,40.0
2018,Greece,Overnights visitors (tourists),Departures,7.961
2018,Greece,Same-day visitors (excursionists),Departures,0.0
2018,Guatemala,Overnights visitors (tourists),Departures,1.229
2018,Guatemala,Same-day visitors (excursionists),Departures,309.0
2018,Honduras,Overnights visitors (tourists),Departures,501.0
2018,Honduras,Same-day visitors (excursionists),Departures,201.0
2018,Hungary,Overnights visitors (tourists),Departures,8.649
2018,Hungary,Same-day visitors (excursionists),Departures,14.156
2018,Iceland,Overnights visitors (tourists),Departures,668.0
2018,Iceland,Same-day visitors (excursionists),Departures,0.0
2018,Israel,Overnights visitors (tourists),Departures,8.473
2018,Israel,Same-day visitors (excursionists),Departures,0.0
2018,Italy,Overnights visitors (tourists),Departures,33.347
2018,Italy,Same-day visitors (excursionists),Departures,27.847
2018,Jordan,Overnights visitors (tourists),Departures,1.501
2018,Jordan,Same-day visitors (excursionists),Departures,0.0
2018,Latvia,Overnights visitors (tourists),Departures,1.368
2018,Latvia,Same-day visitors (excursionists),Departures,807.0
2018,Lithuania,Overnights visitors (tourists),Departures,2.244
2018,Lithuania,Same-day visitors (excursionists),Departures,2.458
2018,Luxembourg,Overnights visitors (tourists),Departures,2.51
2018,Luxembourg,Same-day visitors (excursionists),Departures,0.0
2018,Malta,Overnights visitors (tourists),Departures,667.0
2018,Malta,Same-day visitors (excursionists),Departures,61.0
2018,Mauritius,Overnights visitors (tourists),Departures,296.0
2018,Mauritius,Same-day visitors (excursionists),Departures,0.0
2018,Mexico,Overnights visitors (tourists),Departures,19.748
2018,Mexico,Same-day visitors (excursionists),Departures,66.531
2018,"Moldova, Republic Of",Overnights visitors (tourists),Departures,251.0
2018,"Moldova, Republic Of",Same-day visitors (excursionists),Departures,13.0
2018,Morocco,Overnights visitors (tourists),Departures,1.923
2018,Morocco,Same-day visitors (excursionists),Departures,0.0
2018,Netherlands,Overnights visitors (tourists),Departures,20.981
2018,Netherlands,Same-day visitors (excursionists),Departures,0.0
2018,New Caledonia,Overnights visitors (tourists),Departures,139.0
2018,New Caledonia,Same-day visitors (excursionists),Departures,0.0
2018,New Zealand,Overnights visitors (tourists),Departures,3.038
2018,New Zealand,Same-day visitors (excursionists),Departures,0.0
2018,Nicaragua,Overnights visitors (tourists),Departures,974.0
2018,Nicaragua,Same-day visitors (excursionists),Departures,0.0
2018,Norway,Overnights visitors (tourists),Departures,8.11
2018,Norway,Same-day visitors (excursionists),Departures,0.0
2018,Oman,Overnights visitors (tourists),Departures,3.35
2018,Oman,Same-day visitors (excursionists),Departures,2.625
2018,Panama,Overnights visitors (tourists),Departures,1.02
2018,Panama,Same-day visitors (excursionists),Departures,0.0
2018,Paraguay,Overnights visitors (tourists),Departures,1.447
2018,Paraguay,Same-day visitors (excursionists),Departures,435.0
2018,Peru,Overnights visitors (tourists),Departures,3.078
2018,Peru,Same-day visitors (excursionists),Departures,0.0
2018,Poland,Overnights visitors (tourists),Departures,12.8
2018,Poland,Same-day visitors (excursionists),Departures,35.8
2018,Portugal,Overnights visitors (tourists),Departures,2.486
2018,Portugal,Same-day visitors (excursionists),Departures,0.0
2018,Puerto Rico,Overnights visitors (tourists),Departures,731.0
2018,Puerto Rico,Same-day visitors (excursionists),Departures,0.0
2018,Samoa,Overnights visitors (tourists),Departures,64.0
2018,Samoa,Same-day visitors (excursionists),Departures,0.0
2018,Saudi Arabia,Overnights visitors (tourists),Departures,19.751
2018,Saudi Arabia,Same-day visitors (excursionists),Departures,7.674
2018,Seychelles,Overnights visitors (tourists),Departures,72.0
2018,Seychelles,Same-day visitors (excursionists),Departures,0.0
2018,Sierra Leone,Overnights visitors (tourists),Departures,112.0
2018,Sierra Leone,Same-day visitors (excursionists),Departures,0.0
2018,Singapore,Overnights visitors (tourists),Departures,10.378
2018,Singapore,Same-day visitors (excursionists),Departures,0.0
2018,Slovenia,Overnights visitors (tourists),Departures,3.188
2018,Slovenia,Same-day visitors (excursionists),Departures,2.221
2018,Sri Lanka,Overnights visitors (tourists),Departures,1.476
2018,Sri Lanka,Same-day visitors (excursionists),Departures,0.0
2018,Sweden,Overnights visitors (tourists),Departures,18.855
2018,Sweden,Same-day visitors (excursionists),Departures,1.084
2018,Switzerland,Overnights visitors (tourists),Departures,15.285
2018,Switzerland,Same-day visitors (excursionists),Departures,9.287
2018,Tajikistan,Overnights visitors (tourists),Departures,31.0
2018,Tajikistan,Same-day visitors (excursionists),Departures,0.0
2018,Thailand,Overnights visitors (tourists),Departures,9.966
2018,Thailand,Same-day visitors (excursionists),Departures,0.0
2018,Togo,Overnights visitors (tourists),Departures,236.0
2018,Togo,Same-day visitors (excursionists),Departures,0.0
2018,Tunisia,Overnights visitors (tourists),Departures,2.515
2018,Tunisia,Same-day visitors (excursionists),Departures,0.0
2018,Tuvalu,Overnights visitors (tourists),Departures,4.0
2018,Tuvalu,Same-day visitors (excursionists),Departures,0.0
2018,Türkiye,Overnights visitors (tourists),Departures,8.383
2018,Türkiye,Same-day visitors (excursionists),Departures,0.0
2018,Ukraine,Overnights visitors (tourists),Departures,27.811
2018,Ukraine,Same-day visitors (excursionists),Departures,166.0
2018,United Arab Emirates,Overnights visitors (tourists),Departures,18.454
2018,United Arab Emirates,Same-day visitors (excursionists),Departures,513.0
2018,United States Of America,Overnights visitors (tourists),Departures,93.137
2018,United States Of America,Same-day visitors (excursionists),Departures,65.308
2018,Uruguay,Overnights visitors (tourists),Departures,1.947
2018,Uruguay,Same-day visitors (excursionists),Departures,0.0
2018,Vanuatu,Overnights visitors (tourists),Departures,28.0
2018,Vanuatu,Same-day visitors (excursionists),Departures,0.0
2018,Zimbabwe,Overnights visitors (tourists),Departures,2.288
2018,Zimbabwe,Same-day visitors (excursionists),Departures,0.0
2019,Algeria,Overnights visitors (tourists),Departures,5.732
2019,Algeria,Same-day visitors (excursionists),Departures,0.0
2019,Argentina,Overnights visitors (tourists),Departures,9.114
2019,Argentina,Same-day visitors (excursionists),Departures,6.238
2019,Armenia,Overnights visitors (tourists),Departures,1.868
2019,Armenia,Same-day visitors (excursionists),Departures,0.0
2019,Austria,Overnights visitors (tourists),Departures,11.902
2019,Austria,Same-day visitors (excursionists),Departures,0.0
2019,Azerbaijan,Overnights visitors (tourists),Departures,4.579
2019,Azerbaijan,Same-day visitors (excursionists),Departures,989.0
2019,Bahrain,Overnights visitors (tourists),Departures,1.55
2019,Bahrain,Same-day visitors (excursionists),Departures,1.4
2019,Bangladesh,Overnights visitors (tourists),Departures,1.564
2019,Bangladesh,Same-day visitors (excursionists),Departures,0.0
2019,Belarus,Overnights visitors (tourists),Departures,963.0
2019,Belarus,Same-day visitors (excursionists),Departures,20.0
2019,Belgium,Overnights visitors (tourists),Departures,17.321
2019,Belgium,Same-day visitors (excursionists),Departures,6.4
2019,Bhutan,Overnights visitors (tourists),Departures,41.0
2019,Bhutan,Same-day visitors (excursionists),Departures,31.0
2019,"Bolivia, Plurinational State Of",Overnights visitors (tourists),Departures,1.16
2019,"Bolivia, Plurinational State Of",Same-day visitors (excursionists),Departures,0.0
2019,Bulgaria,Overnights visitors (tourists),Departures,5.823
2019,Bulgaria,Same-day visitors (excursionists),Departures,1.184
2019,Cambodia,Overnights visitors (tourists),Departures,2.038
2019,Cambodia,Same-day visitors (excursionists),Departures,0.0
2019,Canada,Overnights visitors (tourists),Departures,33.064
2019,Canada,Same-day visitors (excursionists),Departures,23.094
2019,Chile,Overnights visitors (tourists),Departures,3.346
2019,Chile,Same-day visitors (excursionists),Departures,745.0
2019,China,Overnights visitors (tourists),Departures,154.632
2019,China,Same-day visitors (excursionists),Departures,0.0
2019,Colombia,Overnights visitors (tourists),Departures,4.479
2019,Colombia,Same-day visitors (excursionists),Departures,0.0
2019,Cook Islands,Overnights visitors (tourists),Departures,14.0
2019,Cook Islands,Same-day visitors (excursionists),Departures,0.0
2019,Costa Rica,Overnights visitors (tourists),Departures,1.153
2019,Costa Rica,Same-day visitors (excursionists),Departures,0.0
2019,Croatia,Overnights visitors (tourists),Departures,2.255
2019,Croatia,Same-day visitors (excursionists),Departures,1.245
2019,Cuba,Overnights visitors (tourists),Departures,650.0
2019,Cuba,Same-day visitors (excursionists),Departures,0.0
2019,Czech Republic (Czechia),Overnights visitors (tourists),Departures,7.346
2019,Czech Republic (Czechia),Same-day visitors (excursionists),Departures,0.0
2019,Denmark,Overnights visitors (tourists),Departures,9.088
2019,Denmark,Same-day visitors (excursionists),Departures,0.0
2019,Dominican Republic,Overnights visitors (tourists),Departures,532.0
2019,Dominican Republic,Same-day visitors (excursionists),Departures,0.0
2019,Ecuador,Overnights visitors (tourists),Departures,1.515
2019,Ecuador,Same-day visitors (excursionists),Departures,0.0
2019,El Salvador,Overnights visitors (tourists),Departures,1.331
2019,El Salvador,Same-day visitors (excursionists),Departures,568.0
2019,Estonia,Overnights visitors (tourists),Departures,1.702
2019,Estonia,Same-day visitors (excursionists),Departures,0.0
2019,Eswatini,Overnights visitors (tourists),Departures,1.721
2019,Eswatini,Same-day visitors (excursionists),Departures,0.0
2019,Fiji,Overnights visitors (tourists),Departures,174.0
2019,Fiji,Same-day visitors (excursionists),Departures,0.0
2019,Finland,Overnights visitors (tourists),Departures,9.41
2019,Finland,Same-day visitors (excursionists),Departures,1.03
2019,France,Overnights visitors (tourists),Departures,30.407
2019,France,Same-day visitors (excursionists),Departures,18.868
2019,French Polynesia,Overnights visitors (tourists),Departures,63.0
2019,French Polynesia,Same-day visitors (excursionists),Departures,0.0
2019,Georgia,Overnights visitors (tourists),Departures,3.78
2019,Georgia,Same-day visitors (excursionists),Departures,0.0
2019,Germany,Overnights visitors (tourists),Departures,99.533
2019,Germany,Same-day visitors (excursionists),Departures,0.0
2019,Ghana,Overnights visitors (tourists),Departures,222.0
2019,Ghana,Same-day visitors (excursionists),Departures,37.0
2019,Greece,Overnights visitors (tourists),Departures,7.848
2019,Greece,Same-day visitors (excursionists),Departures,0.0
2019,Guatemala,Overnights visitors (tourists),Departures,1.298
2019,Guatemala,Same-day visitors (excursionists),Departures,404.0
2019,Hungary,Overnights visitors (tourists),Departures,9.373
2019,Hungary,Same-day visitors (excursionists),Departures,15.486
2019,Iceland,Overnights visitors (tourists),Departures,611.0
2019,Iceland,Same-day visitors (excursionists),Departures,0.0
2019,India,Overnights visitors (tourists),Departures,26.689
2019,India,Same-day visitors (excursionists),Departures,226.0
2019,Israel,Overnights visitors (tourists),Departures,9.179
2019,Israel,Same-day visitors (excursionists),Departures,0.0
2019,Italy,Overnights visitors (tourists),Departures,34.703
2019,Italy,Same-day visitors (excursionists),Departures,27.505
