sentiment,topic_id,document_count,percentage_in_sentiment,language_count,dominant_language,languages,is_multilingual,top_cities,top_categories,year_range,sample_text
negativo,189,149,0.15,4,es,"{'es': 130, 'en': 16, 'it': 2, 'fr': 1}",True,"{'Madrid': 61, 'Barcelona': 55, 'Sevilla': 30, 'Tenerife': 3}","{'Desconocido': 55, 'Museo': 40, 'Tour': 30}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,158,148,0.15,1,es,{'es': 148},False,"{'Madrid': 61, 'Barcelona': 55, 'Sevilla': 22, 'Tenerife': 10}","{'Tour': 59, 'Desconocido': 34, 'Museo': 31}","{'start': 2023, 'end': 2025}",Esta entrada no tiene comentarios
negativo,163,148,0.15,5,es,"{'es': 106, 'en': 33, 'de': 4, 'fr': 3, 'it': 2}",True,"{'Barcelona': 55, 'Madrid': 51, 'Sevilla': 22, 'Gran Canaria': 10, 'Tenerife': 10}","{'Tour': 51, 'Desconocido': 45, 'Museo': 19}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,67,145,0.14,2,es,"{'es': 135, 'en': 10}",False,"{'Barcelona': 63, 'Madrid': 50, 'Sevilla': 22, 'Tenerife': 10}","{'Museo': 36, 'Desconocido': 31, 'Tour': 27}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,136,145,0.14,3,es,"{'es': 124, 'en': 20, 'it': 1}",True,"{'Barcelona': 53, 'Madrid': 50, 'Sevilla': 21, 'Mallorca': 11, 'Gran Canaria': 10}","{'Tour': 40, 'Museo': 31, 'Desconocido': 25}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,202,144,0.14,2,es,"{'es': 127, 'en': 17}",False,"{'Madrid': 60, 'Barcelona': 52, 'Sevilla': 32}","{'Museo': 47, 'Tour': 31, 'Desconocido': 26}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,141,141,0.14,4,es,"{'es': 124, 'en': 11, 'fr': 5, 'de': 1}",True,"{'Barcelona': 51, 'Madrid': 49, 'Sevilla': 21, 'Gran Canaria': 10, 'Tenerife': 10}","{'Tour': 34, 'Desconocido': 29, 'Museo': 20}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,45,140,0.14,3,es,"{'es': 132, 'en': 6, 'de': 2}",True,"{'Barcelona': 51, 'Madrid': 49, 'Sevilla': 31, 'Gran Canaria': 9}","{'Tour': 63, 'Desconocido': 30, 'Museo': 20}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,93,140,0.14,3,es,"{'es': 122, 'en': 14, 'fr': 4}",True,"{'Barcelona': 51, 'Madrid': 48, 'Sevilla': 24, 'Gran Canaria': 10, 'Tenerife': 7}","{'Tour': 45, 'Desconocido': 34, 'Playa': 17}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,120,140,0.14,3,es,"{'es': 123, 'en': 14, 'fr': 3}",True,"{'Madrid': 58, 'Barcelona': 51, 'Sevilla': 11, 'Tenerife': 10, 'Mallorca': 6}","{'Tour': 66, 'Museo': 30, 'Desconocido': 21}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,206,140,0.14,3,es,"{'es': 112, 'en': 22, 'fr': 3, 'de': 3}",True,"{'Madrid': 58, 'Barcelona': 51, 'Sevilla': 11, 'Tenerife': 10, 'Malaga': 6}","{'Tour': 40, 'Desconocido': 35, 'Museo': 23}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,210,140,0.14,2,es,"{'es': 124, 'en': 16}",False,"{'Barcelona': 51, 'Madrid': 48, 'Sevilla': 21, 'Gran Canaria': 10, 'Tenerife': 10}","{'Tour': 44, 'Desconocido': 31, 'Ocio': 28}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,7,138,0.14,3,es,"{'es': 111, 'en': 23, 'fr': 2, 'de': 2}",True,"{'Madrid': 57, 'Barcelona': 51, 'Sevilla': 30}","{'Tour': 68, 'Desconocido': 31, 'Museo': 28}","{'start': 2023, 'end': 2025}",Esta entrada no tiene comentarios
negativo,98,138,0.14,3,es,"{'es': 119, 'en': 18, 'fr': 1}",True,"{'Madrid': 57, 'Barcelona': 51, 'Sevilla': 10, 'Tenerife': 10, 'Malaga': 7}","{'Museo': 48, 'Tour': 32, 'Desconocido': 19}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,128,137,0.13,4,es,"{'es': 71, 'en': 51, 'fr': 7, 'it': 4, 'de': 4}",True,"{'Barcelona': 60, 'Madrid': 47, 'Sevilla': 10, 'Tenerife': 10, 'Mallorca': 7}","{'Tour': 68, 'Vida nocturna': 32, 'Playa': 10}","{'start': 2022, 'end': 2025}","Niente da dire, semplicemente un luogo di interesse turistico che sei ti trovi in viaggio a Barcellona non puoi non visitare. L'orario della prenotazione è indicativo vi fanno entrare comunque anche prima, quindi se siete in dubbio prendete la fascia oraria più tardi."
negativo,108,134,0.13,4,es,"{'es': 108, 'en': 22, 'fr': 3, 'de': 1}",True,"{'Madrid': 56, 'Barcelona': 49, 'Sevilla': 20, 'Mallorca': 9}","{'Tour': 57, 'Museo': 32, 'Playa': 18}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,198,134,0.13,5,es,"{'es': 96, 'en': 26, 'fr': 7, 'it': 3, 'de': 2}",True,"{'Madrid': 52, 'Barcelona': 51, 'Mallorca': 10, 'Sevilla': 10, 'Tenerife': 9}","{'Tour': 37, 'Museo': 31, 'Desconocido': 26}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,95,132,0.13,3,es,"{'es': 105, 'en': 21, 'fr': 6}",True,"{'Barcelona': 57, 'Madrid': 45, 'Malaga': 10, 'Sevilla': 10, 'Tenerife': 9}","{'Tour': 47, 'Desconocido': 19, 'Museo': 19}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,183,131,0.13,3,es,"{'es': 102, 'en': 26, 'fr': 3}",True,"{'Madrid': 54, 'Barcelona': 48, 'Sevilla': 19, 'Mallorca': 10}","{'Desconocido': 44, 'Tour': 43, 'Museo': 26}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,54,130,0.13,2,es,"{'es': 112, 'en': 18}",False,"{'Barcelona': 53, 'Madrid': 46, 'Sevilla': 19, 'Mallorca': 10, 'Gran Canaria': 2}","{'Tour': 62, 'Museo': 18, 'Desconocido': 14}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,194,130,0.13,3,es,"{'es': 104, 'en': 25, 'de': 1}",True,"{'Barcelona': 55, 'Madrid': 45, 'Sevilla': 20, 'Tenerife': 9, 'Gran Canaria': 1}","{'Tour': 48, 'Desconocido': 38, 'Museo': 18}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,64,128,0.13,3,es,"{'es': 100, 'en': 25, 'de': 1, 'it': 1, 'fr': 1}",True,"{'Barcelona': 47, 'Madrid': 43, 'Sevilla': 29, 'Gran Canaria': 9}","{'Desconocido': 41, 'Tour': 39, 'Playa': 19}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,117,128,0.13,4,es,"{'es': 105, 'en': 18, 'it': 4, 'fr': 1}",True,"{'Barcelona': 47, 'Madrid': 43, 'Malaga': 10, 'Sevilla': 10, 'Gran Canaria': 9}","{'Tour': 37, 'Desconocido': 28, 'Playa': 25}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
positivo,85,128,0.04,1,es,{'es': 128},False,"{'Barcelona': 39, 'Madrid': 39, 'Malaga': 35, 'Sevilla': 15}","{'Tour': 81, 'Deporte': 19, 'Museo': 11}","{'start': 2013, 'end': 2025}","Paseo Por La Bahia De Malaga En Gran Catamaran A Vela Una pasada de barco, puedes ir dentro tiene un bar y buena musica, pero lo mejor es en la parte delantera tumbados en las redes, y una escalera que baja al mar cuando hacen la parada para banarse..."
negativo,68,126,0.12,4,es,"{'es': 98, 'en': 20, 'de': 4, 'it': 2, 'fr': 2}",True,"{'Madrid': 51, 'Barcelona': 47, 'Sevilla': 21, 'Tenerife': 7}","{'Tour': 39, 'Desconocido': 38, 'Museo': 16}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,127,126,0.12,4,es,"{'es': 101, 'en': 13, 'it': 6, 'fr': 3, 'de': 3}",True,"{'Barcelona': 46, 'Madrid': 43, 'Sevilla': 19, 'Gran Canaria': 9, 'Tenerife': 9}","{'Tour': 42, 'Museo': 29, 'Ocio': 25}","{'start': 2022, 'end': 2025}",Audio app doesn't work. Underwhelming compared to other Gaudi work. Further out of town.
positivo,84,126,0.04,1,es,{'es': 126},False,"{'Barcelona': 38, 'Madrid': 38, 'Malaga': 35, 'Sevilla': 15}","{'Tour': 104, 'Desconocido': 14, 'Hotel': 5}","{'start': 2013, 'end': 2025}",Alcazaba Malaga Guided Tour Excelente tour!! Nuestro guia (no recuerdo en nombre perdon pero era hombre :grinning_face_with_sweat:) muy ameno entregandonos datos interesantes con mucho entusiasmo. Se nota que le gusta lo q hace. Muy buen tour a excelente precio tb. Lo recomiendo
positivo,98,126,0.04,2,es,"{'es': 123, 'en': 3}",False,"{'Barcelona': 38, 'Madrid': 38, 'Malaga': 35, 'Sevilla': 15}","{'Tour': 66, 'Desconocido': 36, 'Playa': 17}","{'start': 2012, 'end': 2025}","Parasailing En Fuengirola - Los Vuelos Mas Altos De La Costa Mi novio y yo tuvimos la experiencia mas increible en parasailing, una compania encantadora y amigable que nos hizo sentir seguros y bienvenidos. Recomiendo encarecidamente las vistas son increibles."
negativo,99,125,0.12,4,es,"{'es': 92, 'en': 28, 'it': 3, 'fr': 1, 'de': 1}",True,"{'Barcelona': 46, 'Madrid': 43, 'Mallorca': 10, 'Sevilla': 9, 'Tenerife': 9}","{'Tour': 48, 'Museo': 17, 'Vida nocturna': 15}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,200,125,0.12,3,es,"{'es': 97, 'en': 26, 'de': 1, 'fr': 1}",True,"{'Barcelona': 53, 'Madrid': 44, 'Mallorca': 10, 'Sevilla': 9, 'Tenerife': 9}","{'Tour': 34, 'Desconocido': 30, 'Museo': 26}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,21,123,0.12,3,es,"{'es': 114, 'en': 6, 'fr': 3}",True,"{'Madrid': 51, 'Barcelona': 46, 'Sevilla': 9, 'Mallorca': 8, 'Tenerife': 8}","{'Tour': 58, 'Desconocido': 23, 'Museo': 17}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,87,123,0.12,3,es,"{'es': 97, 'en': 25, 'fr': 1}",True,"{'Barcelona': 46, 'Madrid': 43, 'Sevilla': 18, 'Gran Canaria': 8, 'Tenerife': 8}","{'Tour': 33, 'Ocio': 25, 'Museo': 21}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,188,122,0.12,2,es,"{'es': 114, 'en': 8}",False,"{'Madrid': 51, 'Barcelona': 45, 'Malaga': 9, 'Sevilla': 9, 'Tenerife': 8}","{'Desconocido': 38, 'Museo': 37, 'Tour': 19}","{'start': 2023, 'end': 2025}",Esta entrada no tiene comentarios
negativo,187,121,0.12,3,es,"{'es': 104, 'en': 16, 'de': 1}",True,"{'Madrid': 51, 'Barcelona': 44, 'Sevilla': 17, 'Mallorca': 9}","{'Tour': 46, 'Museo': 34, 'Desconocido': 26}","{'start': 2023, 'end': 2025}",Esta entrada no tiene comentarios
negativo,186,120,0.12,5,es,"{'es': 98, 'en': 12, 'fr': 6, 'de': 3, 'it': 1}",True,"{'Madrid': 49, 'Barcelona': 44, 'Sevilla': 26, 'Gran Canaria': 1}","{'Desconocido': 33, 'Museo': 30, 'Tour': 23}","{'start': 2023, 'end': 2025}",Esta entrada no tiene comentarios
negativo,32,119,0.12,2,es,"{'es': 104, 'en': 15}",False,"{'Madrid': 50, 'Barcelona': 44, 'Sevilla': 17, 'Tenerife': 8}","{'Tour': 45, 'Museo': 34, 'Vida nocturna': 17}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,110,119,0.12,3,es,"{'es': 102, 'en': 13, 'fr': 2, 'it': 2}",True,"{'Madrid': 49, 'Barcelona': 45, 'Sevilla': 17, 'Tenerife': 8}","{'Tour': 33, 'Ocio': 18, 'Desconocido': 17}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,205,119,0.12,4,es,"{'es': 102, 'en': 13, 'it': 2, 'de': 1, 'fr': 1}",True,"{'Madrid': 49, 'Barcelona': 45, 'Sevilla': 12, 'Tenerife': 8, 'Mallorca': 4}","{'Tour': 55, 'Desconocido': 18, 'Museo': 17}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,38,118,0.12,5,es,"{'es': 94, 'en': 13, 'fr': 7, 'it': 3, 'de': 1}",True,"{'Madrid': 49, 'Barcelona': 44, 'Sevilla': 25}","{'Desconocido': 45, 'Tour': 37, 'Museo': 19}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,174,118,0.12,5,es,"{'es': 87, 'en': 19, 'fr': 7, 'de': 3, 'it': 2}",True,"{'Madrid': 49, 'Barcelona': 44, 'Sevilla': 18, 'Mallorca': 4, 'Malaga': 3}","{'Tour': 39, 'Museo': 29, 'Desconocido': 28}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,43,116,0.11,3,es,"{'es': 87, 'en': 28, 'it': 1}",True,"{'Barcelona': 48, 'Madrid': 41, 'Sevilla': 23, 'Gran Canaria': 2, 'Tenerife': 2}","{'Tour': 63, 'Desconocido': 16, 'Museo': 16}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,207,114,0.11,5,es,"{'es': 84, 'en': 20, 'fr': 7, 'de': 2, 'it': 1}",True,"{'Barcelona': 44, 'Madrid': 41, 'Sevilla': 25, 'Gran Canaria': 4}","{'Museo': 37, 'Desconocido': 27, 'Tour': 19}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,12,113,0.11,4,es,"{'es': 88, 'en': 22, 'it': 2, 'fr': 1}",True,"{'Barcelona': 42, 'Madrid': 39, 'Sevilla': 25, 'Gran Canaria': 7}","{'Tour': 39, 'Museo': 29, 'Desconocido': 19}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,78,113,0.11,3,es,"{'es': 104, 'en': 7, 'it': 1, 'fr': 1}",True,"{'Barcelona': 42, 'Madrid': 39, 'Sevilla': 16, 'Mallorca': 9, 'Gran Canaria': 7}","{'Tour': 46, 'Desconocido': 25, 'Museo': 17}","{'start': 2023, 'end': 2025}",Esta entrada no tiene comentarios
negativo,102,112,0.11,4,es,"{'es': 91, 'en': 16, 'fr': 4, 'it': 1}",True,"{'Barcelona': 49, 'Madrid': 38, 'Sevilla': 16, 'Mallorca': 9}","{'Tour': 26, 'Desconocido': 23, 'Museo': 22}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,114,112,0.11,4,es,"{'es': 74, 'en': 34, 'de': 3, 'it': 1}",True,"{'Barcelona': 48, 'Madrid': 39, 'Sevilla': 16, 'Malaga': 9}","{'Tour': 59, 'Museo': 16, 'Playa': 16}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
positivo,90,111,0.03,1,es,{'es': 111},False,"{'Barcelona': 38, 'Madrid': 38, 'Malaga': 35}","{'Tour': 80, 'Desconocido': 16, 'Hotel': 13}","{'start': 2013, 'end': 2025}","Experiencia De Banos Arabes En Hammam Al Andalus De Malaga Maravilloso, el silencio interior, las diferentes piscinas, el sauna, el masaje sensacional, el te que tienen para hidratarte las veces que quieras, las duchas al terminar con todo lo necesario, jabon, desodorante, cremas, en fin una experie..."
negativo,62,109,0.11,3,es,"{'es': 88, 'en': 18, 'fr': 3}",True,"{'Barcelona': 48, 'Madrid': 38, 'Sevilla': 16, 'Tenerife': 7}","{'Tour': 37, 'Museo': 27, 'Playa': 21}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,122,109,0.11,4,es,"{'es': 94, 'en': 10, 'de': 3, 'fr': 1, 'it': 1}",True,"{'Barcelona': 41, 'Madrid': 38, 'Sevilla': 16, 'Gran Canaria': 7, 'Tenerife': 7}","{'Museo': 30, 'Desconocido': 26, 'Tour': 24}","{'start': 2022, 'end': 2025}",hay un solo baño habilitado súper sucio y con mucha cola
negativo,159,109,0.11,5,es,"{'es': 77, 'en': 19, 'fr': 10, 'de': 2, 'it': 1}",True,"{'Madrid': 45, 'Barcelona': 41, 'Sevilla': 16, 'Tenerife': 7}","{'Desconocido': 36, 'Museo': 23, 'Tour': 21}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
positivo,86,109,0.03,2,es,"{'es': 91, 'en': 18}",False,"{'Madrid': 38, 'Barcelona': 37, 'Malaga': 34}","{'Tour': 82, 'Playa': 20, 'Comida': 6}","{'start': 2013, 'end': 2025}","Paseo Por La Bahia De Malaga En Gran Catamaran A Vela Increible paseo por la bahia de malaga, recomendable al 120%. Con bano en el mar incluido. He de agradecer a toda la tripulacion: gustavo, leandro y carlos. Por tratarnos a bordo, como en casa. Y comerciales : jesus, erica y enrique. Son super ag..."
negativo,52,108,0.11,4,es,"{'es': 92, 'en': 12, 'de': 2, 'it': 1, 'fr': 1}",True,"{'Barcelona': 40, 'Madrid': 38, 'Sevilla': 20, 'Gran Canaria': 7, 'Malaga': 2}","{'Tour': 33, 'Museo': 23, 'Playa': 20}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,80,108,0.11,4,es,"{'es': 87, 'en': 14, 'fr': 3, 'de': 3, 'it': 1}",True,"{'Barcelona': 40, 'Madrid': 38, 'Sevilla': 17, 'Gran Canaria': 7, 'Tenerife': 6}","{'Tour': 46, 'Museo': 23, 'Ocio': 16}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,140,108,0.11,3,es,"{'es': 93, 'en': 13, 'fr': 2}",True,"{'Barcelona': 40, 'Madrid': 38, 'Sevilla': 15, 'Mallorca': 8, 'Gran Canaria': 7}","{'Tour': 35, 'Desconocido': 28, 'Vida nocturna': 16}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,149,108,0.11,4,es,"{'es': 79, 'en': 25, 'fr': 2, 'it': 1, 'de': 1}",True,"{'Madrid': 45, 'Barcelona': 40, 'Sevilla': 16, 'Tenerife': 7}","{'Museo': 42, 'Desconocido': 33, 'Vida nocturna': 9}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
positivo,97,108,0.03,1,es,{'es': 108},False,"{'Barcelona': 37, 'Madrid': 37, 'Malaga': 34}","{'Tour': 94, 'Desconocido': 11, 'Playa': 2}","{'start': 2012, 'end': 2025}","Parasailing En Fuengirola - Los Vuelos Mas Altos De La Costa Fantastica experiencia, facil de reservar y encontrar oficina. Mi hijo y su novia lo disfrutaron mucho, me encantaron las vistas y obtuve un monton de clips / fotos. Sin duda volvere a reservar."
negativo,106,106,0.1,3,es,"{'es': 82, 'en': 22, 'fr': 1, 'it': 1}",True,"{'Barcelona': 46, 'Madrid': 37, 'Sevilla': 11, 'Mallorca': 6, 'Tenerife': 5}","{'Tour': 31, 'Desconocido': 25, 'Playa': 22}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,129,106,0.1,4,es,"{'es': 69, 'en': 31, 'it': 4, 'de': 1, 'fr': 1}",True,"{'Barcelona': 39, 'Madrid': 37, 'Sevilla': 8, 'Gran Canaria': 7, 'Tenerife': 7}","{'Tour': 29, 'Desconocido': 28, 'Playa': 20}","{'start': 2022, 'end': 2025}",There is no information at bookin.com site that a ticket with zero price is required for a kid below 7 years old. please add the option to buy it . otherwise the security can not allow the family to go inside. thank you
negativo,142,106,0.1,4,es,"{'es': 78, 'en': 23, 'fr': 3, 'de': 2}",True,"{'Madrid': 44, 'Barcelona': 39, 'Sevilla': 11, 'Mallorca': 6, 'Tenerife': 5}","{'Museo': 35, 'Desconocido': 24, 'Playa': 24}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
positivo,91,106,0.03,2,es,"{'es': 105, 'de': 1}",False,"{'Barcelona': 36, 'Madrid': 36, 'Malaga': 34}","{'Tour': 88, 'Hotel': 15, 'Playa': 2}","{'start': 2012, 'end': 2025}",Tour De Rastreo De Pubs Por La Vida Nocturna De Malaga Con Entrada A Bebidas Y Discotecas Malaga nightlife pub es uno de los destinos mas populares para quienes buscan sumergirse en la vibrante vida nocturna de malaga. Esta discoteca ha logrado posicionarse como un lugar de referencia para los amant...
positivo,93,106,0.03,2,es,"{'es': 88, 'en': 18}",False,"{'Barcelona': 36, 'Madrid': 36, 'Malaga': 34}","{'Tour': 63, 'Comida': 17, 'Playa': 13}","{'start': 2013, 'end': 2025}","Tour De Rastreo De Pubs Por La Vida Nocturna De Malaga Con Entrada A Bebidas Y Discotecas Durante las 2 h del recorrido vi lugares principales de malaga de manera muy interesante. Nuestro increible guia, latef, no dejo que nadie se aburriera por su carisma. En general, fue el mejor recorrido a pie c..."
neutro,147,105,0.02,2,en,"{'en': 90, 'fr': 15}",False,"{'Malaga': 49, 'Barcelona': 45, 'Sevilla': 10, 'Madrid': 1}","{'Tour': 45, 'Desconocido': 30, 'Ocio': 30}","{'start': 2022, 'end': 2025}",attractions guided tours in barcelona absolutely loved this experience
neutro,148,105,0.02,1,en,{'en': 105},False,"{'Tenerife': 30, 'Gran Canaria': 30, 'Sevilla': 15, 'Barcelona': 15, 'Madrid': 12}","{'Tour': 30, 'Desconocido': 30, 'Ocio': 30}","{'start': 2022, 'end': 2025}",attractions guided tours in tenerife too crowded but the views were stunning
negativo,25,104,0.1,3,es,"{'es': 83, 'en': 15, 'de': 2, 'fr': 2, 'it': 2}",True,"{'Madrid': 41, 'Barcelona': 39, 'Sevilla': 7, 'Tenerife': 7, 'Malaga': 4}","{'Tour': 43, 'Museo': 30, 'Desconocido': 16}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,208,104,0.1,3,es,"{'es': 75, 'en': 26, 'de': 3}",True,"{'Barcelona': 45, 'Madrid': 36, 'Sevilla': 8, 'Tenerife': 7, 'Malaga': 6}","{'Desconocido': 45, 'Museo': 22, 'Tour': 21}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
positivo,99,104,0.03,2,es,"{'es': 89, 'en': 15}",False,"{'Barcelona': 36, 'Madrid': 35, 'Malaga': 33}","{'Tour': 80, 'Desconocido': 8, 'Playa': 8}","{'start': 2013, 'end': 2025}","Clase De Cocina Con Paella En Malaga I highly recommend this paella class! I've always wanted to learn how to properly make paella so this was really perfect for me and my mom. I also liked how they included gazpacho in the class. Being a soup lover, i didn't appreciate gazpacho the first time i tri..."
positivo,100,104,0.03,2,es,"{'es': 89, 'en': 15}",False,"{'Barcelona': 36, 'Madrid': 35, 'Malaga': 33}","{'Tour': 67, 'Museo': 14, 'Comida': 13}","{'start': 2014, 'end': 2025}","Clase De Cocina Con Paella En Malaga I had a wonderfull time, highly recommended as the best start of the visit. Javi was great host and alba an excellent chef. Thanks a lot!"
positivo,94,102,0.03,2,es,"{'es': 95, 'en': 7}",False,"{'Barcelona': 35, 'Madrid': 35, 'Malaga': 32}","{'Tour': 50, 'Hotel': 19, 'Deporte': 16}","{'start': 2013, 'end': 2025}","Excursion De Un Dia A Gibraltar A Tu Propio Ritmo Desde Malaga Y La Costa Del Sol Interesante visita de un dia que fue genial para tener una idea de gibraltar. El entrenador me recogio a tiempo, el viaje fue informativo. La unica desventaja fue que el viaje prolongado comprado en el autobus que impl..."
positivo,83,100,0.03,2,es,"{'es': 90, 'en': 10}",False,"{'Barcelona': 35, 'Madrid': 33, 'Malaga': 32}","{'Tour': 91, 'Museo': 8, 'Desconocido': 1}","{'start': 2014, 'end': 2025}",Alcazaba Malaga Guided Tour Una visita muy amena. Hemos aprendido mucho de la historia de malaga. Tuvimos un guia (flavio) simpatico y profesional
positivo,87,100,0.03,1,es,{'es': 100},False,"{'Barcelona': 35, 'Madrid': 33, 'Malaga': 32}","{'Tour': 77, 'Deporte': 10, 'Museo': 6}","{'start': 2012, 'end': 2025}","Paseo Por La Bahia De Malaga En Gran Catamaran A Vela Si tiene menos de 30 anos, le gusta la musica fuerte y no le importa que no haya nada que ver, no hay comentarios que lo acompanen y solo quiere emborracharse y no le importa cuanto pague por emborracharse. !Este es el crucero para ti!"
positivo,88,100,0.03,1,es,{'es': 100},False,"{'Barcelona': 35, 'Madrid': 33, 'Malaga': 32}","{'Tour': 54, 'Playa': 42, 'Hotel': 4}","{'start': 2014, 'end': 2025}","Paseo Por La Bahia De Malaga En Gran Catamaran A Vela Una experiencia agradable bien vale la pena el precio. El personal es muy acogedor. Lo unico negativo es que hubo cierta confusion con los boletos comprados a traves de tripadvisor. Nuestros boletos decian claramente ""2 adultos"", pero el personal..."
negativo,63,97,0.1,3,es,"{'es': 84, 'en': 11, 'de': 2}",True,"{'Barcelona': 46, 'Madrid': 29, 'Malaga': 8, 'Sevilla': 7, 'Tenerife': 7}","{'Tour': 46, 'Desconocido': 21, 'Vida nocturna': 10}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
negativo,71,97,0.1,4,es,"{'es': 74, 'en': 15, 'fr': 3, 'de': 3, 'it': 2}",True,"{'Barcelona': 39, 'Madrid': 36, 'Sevilla': 17, 'Tenerife': 3, 'Malaga': 1}","{'Museo': 36, 'Tour': 24, 'Playa': 17}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
positivo,89,97,0.03,1,es,{'es': 97},False,"{'Barcelona': 34, 'Malaga': 32, 'Madrid': 31}","{'Tour': 81, 'Playa': 10, 'Desconocido': 6}","{'start': 2014, 'end': 2025}","Paseo Por La Bahia De Malaga En Gran Catamaran A Vela Habiamos reservado un tour en catamaran con get your guide en un catamaran operado por mundomarino. Habiamos pagado el precio indicado en el sitio web de gyg y esto fue confirmado. Al llegar al catamaran, el personal de mm nos dijo que teniamos q..."
positivo,92,97,0.03,1,es,{'es': 97},False,"{'Barcelona': 34, 'Malaga': 32, 'Madrid': 31}","{'Tour': 59, 'Hotel': 22, 'Deporte': 16}","{'start': 2012, 'end': 2025}",Tour De Rastreo De Pubs Por La Vida Nocturna De Malaga Con Entrada A Bebidas Y Discotecas Nos lo pasamos genial con el equipo de south tours y conocimos a gente buena. Gran manera de pasar la noche fuera. Recomendaria !
positivo,95,97,0.03,2,es,"{'es': 80, 'en': 17}",False,"{'Barcelona': 34, 'Malaga': 32, 'Madrid': 31}","{'Tour': 52, 'Deporte': 16, 'Playa': 14}","{'start': 2013, 'end': 2025}",Parasailing En Fuengirola - Los Vuelos Mas Altos De La Costa Fantastica experiencia de principio a fin. Vole con mi nieto y lo pasamos de maravilla. Excelente organizacion con un personal amable y servicial. Muy recomendable!
positivo,96,97,0.03,1,es,{'es': 97},False,"{'Barcelona': 34, 'Malaga': 32, 'Madrid': 31}","{'Tour': 59, 'Hotel': 15, 'Playa': 13}","{'start': 2013, 'end': 2025}",Parasailing En Fuengirola - Los Vuelos Mas Altos De La Costa Parasailimg fuengirola 18/08/2024......Una experiencia inolvidable... Genial! Los monitores estupendos y muy atentos:beaming_face_with_smiling_eyes:. .!!!!!!!!
negativo,191,89,0.09,5,es,"{'es': 68, 'en': 12, 'fr': 4, 'it': 3, 'de': 2}",True,"{'Barcelona': 38, 'Madrid': 29, 'Sevilla': 14, 'Mallorca': 8}","{'Desconocido': 31, 'Tour': 29, 'Museo': 13}","{'start': 2022, 'end': 2025}",Esta entrada no tiene comentarios
